nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
2326 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",Aji Djuanda Rachmad,Aji Djuanda Rachmad,Fahat,"Sri Maryati, A.Md",2025-06-11,0,765de06e-217d-493a-b9aa-b434ea0d4585
376 Pdt.P,2025-06-03,Perwalian,E-Court,e-court,Drs. H. Syakhrani,"Winahya Vembriarsi, A.Md.",Raden Yadi Sumiadi,Suji,"Khairunas, S.H.I.",2025-06-11,0,a2a0bc4c-1d89-4782-b9ed-0561fc4f0bc9
377 Pdt.P,2025-06-03,Asal Usul,E-Court,e-court,"Drs. Ifdal, S.H.",Sanjaya Langgeng Santoso,Sanjaya Langgeng Santoso,Zamzam,Zainal Arifin,2025-06-11,0,ac479cff-aa5f-43ea-8245-01e51b52d9e4
2327 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H","Sehudin, S.H.","Sehudin, S.H.",Ikbal,Umi Nurulia,2025-06-11,0,d9853f7d-3fd3-43f5-9394-2c78c2ccf2bf
1635 Pdt.Plw,2025-06-03,VERZET,E-Court,e-court,Drs. H. Syakhrani,"Rina Marlina, SE",Sabar Kuswanto,Suji,"Khairunas, S.H.I.",2025-06-11,0,c2df9c96-0336-48bf-8eb2-c67b1bf8858b
2322 Pdt.G,2025-06-03,CT,E-Court,e-court,"Dra. Taslimah, M.H.",37,,Noni,"Sehudin, S.H.",2025-06-11,0,e20220c6-a2e0-42e4-a2d5-f1f6023e0e7b
2361 Pdt.G,2025-06-04,WARIS,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Sanjaya Langgeng Santoso,2025-06-12,0,a2297373-2823-44e2-b0a8-2a9f344a36a6
2362 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-12,0,82a374ee-b721-494f-bbd7-fca8997c1c3f
2363 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-12,0,b90be631-3f46-4ed9-90b4-f19cd2d5149e
2364 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-12,0,55f1072f-9ab3-4014-8d25-fa82cbb798b5
385 Pdt.P,2025-06-04,Perwalian,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-12,0,fa3ec0c8-7f6b-4685-a672-da61f3ed0cd5
2365 Pdt.G,2025-06-04,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-12,0,61ce8e6f-8048-4440-b563-a2d764cbc759
2366 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-12,0,9783834e-ad6a-4d14-91b9-70354c2073ed
2370 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-12,0,851c9736-67f2-4ef3-8836-94f00dccad70
2368 Pdt.G,2025-06-04,CG,MANUAL,manual,"Drs. Ifdal, S.H.",,,Zamzam,"Khairunas, S.H.I.",2025-06-12,0,05bcbb7d-5307-4c1c-8013-e362d96c5760
2369 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Zainal Arifin,2025-06-12,0,890e85c2-68e5-4631-91c3-ef562042c4f1
2371 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-12,0,0e3e5d5a-d0f0-480d-a9bd-b69ec67c50ff
2372 Pdt.G,2025-06-04,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-12,0,871154ac-8d74-4141-98e7-591c375165e6
2373 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-12,0,1e015424-2660-46ff-ae0c-2ee5ba032160
2360 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-12,0,79c736b3-023f-4a50-b6b8-4d5536b9a6f4
2367 Pdt.G,2025-06-04,Harta Bersama,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-06-12,0,2a317fa9-9f7d-4d2d-ac62-5350545d53c5
2359 Pdt.G,2025-06-04,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-12,0,3dee620a-43a2-4c72-a072-d290dadc0a55
2358 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-12,0,c2868801-a847-4c40-b772-137e71bfdbc6
2357 Pdt.G,2025-06-04,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-12,0,43b15cdb-9626-4959-9803-cb1844978603
2347 Pdt.G,2025-06-04,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-12,0,986c1c62-415d-441c-8164-4f157586a8ae
380 Pdt.P,2025-06-04,ISTBAT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-12,0,391eaf3a-8681-4dc4-8844-70060211b806
2348 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-12,0,1ffe3de8-66ab-4d88-9131-e750d8dbb8aa
2349 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-06-12,0,cb50992f-462b-440f-bef4-8fe097c6fc5b
2351 Pdt.G,2025-06-04,CT,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-12,0,255aff65-0138-42d8-9913-920540aa09fd
2352 Pdt.G,2025-06-04,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-12,0,e196850f-56fe-4d6e-874a-e29878da75a4
2353 Pdt.G,2025-06-04,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-12,0,966b6442-38ec-416e-b46f-c33ede87c2c4
2350 Pdt.G,2025-06-04,Poligami,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-12,0,cc47cad8-6046-40b5-970e-7799af0097a6
381 Pdt.P,2025-06-04,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-12,0,c88d328e-671d-4923-a156-f42597fb87c7
382 Pdt.P,2025-06-04,Dispensasi,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-12,0,6ae0e861-4cd3-4e7b-9ec2-d05753551a46
383 Pdt.P,2025-06-04,Dispensasi,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-12,0,af29f777-1d33-498c-b560-641b5ffe5955
384 Pdt.P,2025-06-04,ISTBAT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-06-12,0,14be9f3e-072a-4515-bc61-071207cfd63f
2355 Pdt.G,2025-06-04,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-12,0,68fdb642-3c7d-43e1-a250-7e1b240c1814
2356 Pdt.G,2025-06-04,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-12,0,f4555eb9-048b-403c-b5c2-12329ea9b64e
2354 Pdt.G,2025-06-04,CT,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-12,0,1473c76a-3d9c-4334-b7f1-eb26d3b43bc3
2396 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-13,0,56dd9549-9741-400b-83fa-1522bdae3b83
2391 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-13,0,c4911110-7ae2-4e33-a9f5-f4fb4f38d3f9
390 Pdt.P,2025-06-05,Perwalian,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-13,0,c91315fc-f0dd-42af-be61-5b039e37807a
391 Pdt.P,2025-06-05,Perwalian,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-13,0,e5c68b3f-65f6-4bca-96b1-edacbe9f023a
2392 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-13,0,12b0bd70-327f-4453-a00c-3b6037243b3e
2393 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-13,0,45d1ba5d-5b8e-4136-aa5c-7fe6199a2d2b
2395 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-06-13,0,8258fbc1-5c29-4df6-b839-36558afde5da
2397 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-13,0,6afc9887-4b30-4c16-b7df-de91e4574b0f
394 Pdt.P,2025-06-05,Wali Adhol,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-13,0,29435bbf-c7af-4960-95ee-5dc7ef70225c
2399 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-13,0,c2c7c639-c71b-4fdf-a5d3-e551b0cdeff4
2400 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-13,0,ba2a9f3d-3173-4c99-9db2-d9c07282ebfb
392 Pdt.P,2025-06-05,Dispensasi,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-13,0,49dc4121-9dc3-4241-a23f-df88e145b7f6
393 Pdt.P,2025-06-05,Dispensasi,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-13,0,e2377a1f-3d17-48a4-8c6e-f5967d6dae98
2401 Pdt.G,2025-06-05,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-13,0,5a3d5d3d-d468-4bca-b140-fec20e84efa2
2402 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-13,0,1d68f408-3229-4e67-9489-8acaee41f2b3
389 Pdt.P,2025-06-05,Perwalian,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-13,0,cb610785-3e3f-48fa-af9a-028b50f3f930
2403 Pdt.G,2025-06-05,CT,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-13,0,1cb47aec-f2a9-4de3-a41f-2e767a84b52f
2398 Pdt.G,2025-06-05,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-13,0,737ff403-45e6-4bf0-9365-1cd759db70b7
2390 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-13,0,b1ed13fa-d622-44fd-a553-85af5807d6c5
2394 Pdt.G,2025-06-05,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-13,0,9d745ff8-1052-4e8c-a927-e206f4eec536
2388 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Sanjaya Langgeng Santoso,2025-06-13,0,a70a38f8-ca33-4c5f-84ca-8bd6e7df24f3
2374 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-13,0,ec7d8b87-fa72-418d-83b4-5a52e3752fdc
2375 Pdt.G,2025-06-05,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-13,0,cbf6f1fa-009a-4491-a4a7-e91cbb58ada7
2376 Pdt.G,2025-06-05,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-13,0,ccb4fda4-dfd6-45a6-927d-93a59fd2324b
2377 Pdt.G,2025-06-05,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-13,0,54631467-8d2f-4912-b6f6-2a7f228515af
2378 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-06-13,0,977943d4-b8da-4ab4-8343-225060b6ad44
2379 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-13,0,1dbe1528-5334-4bd9-bace-1576b5511f9f
2380 Pdt.G,2025-06-05,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-13,0,eab4bf45-95d0-4af3-851d-e3eb1c7f1210
2381 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-13,0,5a2a4348-afe9-4c68-ae02-28675b01c715
386 Pdt.P,2025-06-05,Dispensasi,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-13,0,4b193434-11d0-4792-8d4f-65ea02b7284a
2389 Pdt.G,2025-06-05,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-13,0,0beca25a-ca9b-4967-a6b7-c4ef6eb86694
388 Pdt.P,2025-06-05,Perwalian,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-13,0,220581be-8469-4ef9-bb05-785bdfa70f19
2382 Pdt.G,2025-06-05,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-13,0,4914581b-e58b-4ab0-921f-62fa476b37a8
2383 Pdt.G,2025-06-05,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-13,0,a9182e4e-4873-4383-8896-2c6adf1dea8c
2384 Pdt.G,2025-06-05,Harta Bersama,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-13,0,f1dc6cd5-6652-4d22-87c9-c3ca386b941d
2385 Pdt.G,2025-06-05,WARIS,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-13,0,5bff9574-6288-4c73-ae69-972c84d65a4f
2386 Pdt.G,2025-06-05,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-13,0,95d6243a-9348-4981-a403-09c0d7a10b4d
2387 Pdt.G,2025-06-05,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-13,0,b5742eeb-f702-4ebc-b586-037d300b27b9
387 Pdt.P,2025-06-05,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-13,0,8d4a9ef5-e471-4db2-9f3f-86e2aff47500
402 Pdt.P,2025-06-10,Perwalian,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-18,0,e259a7c5-8d13-4ee9-b15f-811ca9665a4c
2428 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-18,0,107064a9-ff49-4590-a5c0-0f927dfc6f7e
2427 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-18,0,d0272388-57d2-402c-a216-308a30670643
400 Pdt.P,2025-06-10,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-18,0,8b38505b-87f5-482b-b939-7a32351137a4
2425 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-18,0,827a8161-880b-42b5-8070-7d09b95936cb
401 Pdt.P,2025-06-10,ISTBAT,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-18,0,7de270f4-37b2-4be8-a370-dac90b53fc3b
2429 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-18,0,5d4d738b-1288-4c6b-a244-2751deb6db11
2424 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-18,0,7ab57796-f6b9-4481-bfcd-34e435c09fba
2426 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-18,0,4f074ad6-d6b4-4408-8486-9944160a116a
2430 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-18,0,e0e13f65-cd8d-4317-a4ab-c5e7e51287a0
2434 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-18,0,c3c072ab-2654-472b-aff6-ea9a3e41b3c2
2432 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-18,0,19247637-1d7c-4512-9e2e-5189c90c5b1d
2433 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-18,0,d6a48dde-a311-4168-a879-647ec7afbdc5
2435 Pdt.G,2025-06-10,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-18,0,cd700b8f-9d18-4f18-a60c-c96158aaa96b
403 Pdt.P,2025-06-10,Perwalian,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-18,0,576e11f6-78b0-470b-8bec-fbc8b6a14c8d
404 Pdt.P,2025-06-10,Perwalian,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-18,0,6fc8eeb2-caa3-4932-907c-6039cec121a8
2436 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-18,0,5f9c259b-87a3-417f-a0bd-cadebcb80308
2423 Pdt.G,2025-06-10,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-18,0,4aecac3f-4227-4e0a-8155-2c0e9cc432dc
2438 Pdt.G,2025-06-10,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-18,0,a4b60281-9d43-46ef-9504-1ed3b62080ea
2439 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-18,0,ac0c5df7-c140-470d-aa8f-3cb5d54d3bb2
2431 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-18,0,556be5a3-7aff-4c02-abb0-98cff47a3ec1
2437 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-18,0,75c991bc-bb29-4353-a04c-c669dc853893
2422 Pdt.G,2025-06-10,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-18,0,9c026fcc-4808-49e1-bb80-f672a391ff8a
2420 Pdt.G,2025-06-10,Lain-lain,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-18,0,09e7bf59-82e3-43b2-92b9-8be097f2d9ed
2421 Pdt.G,2025-06-10,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-18,0,1f0a344c-04de-4ca2-a101-3155fa88014e
2405 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-18,0,49bd1a6b-654a-4057-b0f0-d2b536a57dae
2406 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-18,0,7b90db4b-7b9f-436b-b8cd-1ccc702da21c
2407 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-18,0,c3389ba3-8ed7-4633-a490-d6184580e47f
2408 Pdt.G,2025-06-10,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-18,0,754e0ea4-6e59-431a-a9e5-1d31b9b4c9e7
2409 Pdt.G,2025-06-10,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-18,0,67359075-6a3f-4f28-b85b-214cb99141da
395 Pdt.P,2025-06-10,PAW,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-18,0,3e5fbcfa-25f1-4961-bd18-dbcdeeb8556e
396 Pdt.P,2025-06-10,PAW,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-18,0,8f58f85c-5c70-47e8-b231-6e2abe542022
397 Pdt.P,2025-06-10,ISTBAT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-18,0,428e3cf2-bd19-49f7-8ad1-77b2882c72ae
2410 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-18,0,afe219f8-bfea-45e1-bded-bbb300cb5aeb
2404 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-18,0,90258612-c730-43a3-bec0-16de3e1bea3d
2412 Pdt.G,2025-06-10,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-18,0,b60fb195-368c-4923-80d4-22ac8fabb386
2411 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-06-18,0,6782f6be-30a4-4059-91e7-5f036bee55bd
2419 Pdt.G,2025-06-10,CG,MANUAL,manual,Drs. H. Syakhrani,,,Suji,Raden Yadi Sumiadi,2025-06-18,0,b852585c-f3c8-415e-9d75-548b30eeadb1
398 Pdt.P,2025-06-10,PAW,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-18,0,866c0b55-0aa1-45ea-a911-de867c41c81d
2418 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-18,0,d9065bfb-ad57-474f-a6bd-fe50ed835918
399 Pdt.P,2025-06-10,PAW,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-18,0,3586260e-385a-402a-b2d0-2db6265c9ff2
2416 Pdt.G,2025-06-10,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-18,0,8d038dc9-866d-4f6e-a0bf-df97a7ee712a
2415 Pdt.G,2025-06-10,CT,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-18,0,81a0ab65-7c7e-4622-9a2a-79d18508044b
2414 Pdt.G,2025-06-10,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Irvan Riditya Fauzi, A.Md.",2025-06-18,0,0cea12ab-23d1-4e1a-85e2-505a3a9253d2
2413 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Raden Yadi Sumiadi,2025-06-18,0,24e90542-fe32-4d14-982e-4e74cf6f3262
2417 Pdt.G,2025-06-10,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-18,0,9eeba2f7-58ec-4029-a730-70d50028f0e6
2465 Pdt.G,2025-06-11,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-19,0,f2d2a77b-2053-4dbb-b96f-7c2e6e732f32
2462 Pdt.G,2025-06-11,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-19,0,e66d1911-d634-4abd-a456-f6d33f968268
2463 Pdt.G,2025-06-11,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-19,0,0b6ccb73-d4ab-4bb8-8feb-e8cfea30b237
406 Pdt.P,2025-06-11,PAW,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-19,0,49e2d948-1d3f-44be-841a-a80da36f2e86
407 Pdt.P,2025-06-11,ISTBAT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-19,0,ab8f25cc-d4f7-4f13-928a-fc94060bc372
